zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
38858,55,City of Aberdeen - (MS),MS,Bundled,Municipal,0.10481681079500355,0.04819093305308122,0.11102914053854666
39730,55,City of Aberdeen - (MS),MS,Bundled,Municipal,0.10481681079500355,0.04819093305308122,0.11102914053854666
70510,59,City of Abbeville - (LA),LA,Bundled,Municipal,0.11220910267585915,0.08883441566775328,0.10401722702761391
21824,84,A & N Electric Coop,MD,Bundled,Cooperative,0.12609561752988047,0,0.12021328162869607
21851,84,A & N Electric Coop,MD,Bundled,Cooperative,0.12609561752988047,0,0.12021328162869607
21866,84,A & N Electric Coop,MD,Bundled,Cooperative,0.12609561752988047,0,0.12021328162869607
21864,84,A & N Electric Coop,MD,Bundled,Cooperative,0.12609561752988047,0,0.12021328162869607
21863,84,A & N Electric Coop,MD,Bundled,Cooperative,0.12609561752988047,0,0.12021328162869607
23345,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23347,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23313,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23310,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23316,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23443,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23395,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23404,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23405,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23401,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23408,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23409,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23488,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23486,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23482,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23480,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23483,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23407,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23336,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23337,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23429,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23426,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23427,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23420,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23421,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23422,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23423,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23308,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23301,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23303,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23302,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23307,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23306,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23389,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23357,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23354,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23350,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23415,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23414,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23417,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23416,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23410,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23413,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23412,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23419,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23418,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23356,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23358,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23359,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23442,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23440,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23441,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23398,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23399,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23396,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
23341,84,A & N Electric Coop,VA,Bundled,Cooperative,0.10803159597754022,0.08573564765289808,0.11674144634068993
62360,97,Adams Electric Coop,IL,Bundled,Cooperative,0.10233084835330754,0,0.1456167620553644
