OBJECTID,Unit_Code,Tax_Year,District_Name,WebSite,GlobalID,Shape__Area,Shape__Length
9,620,2017,BARTONVLE GSD #66 (Dist # 620),http://www.bgs66.org,fca35a82-be23-445b-97ca-26ebc3c93840,72230128.0939941,53652.2742516651
10,790,2017,HOLLIS GSD #328 (Dist # 790),http://www.hollis328.net,e155192d-2fb9-46a8-b86c-cd809c3d7fd3,233754941.692871,81802.9108823356
11,710,2017,LIME-WALT GSD #316 (Dist # 710),http://www.limestonewalters.com,5ad2fc24-6197-47c6-b0bb-ca4c81a2749a,492401900.991699,182339.117504616
12,650,2017,MONROE GSD #70 (Dist # 650),http://www.monroe70.org,1a4c0ed0-e030-40bb-804c-877ec233843b,105540042.831299,55775.7304411922
13,610,2017,NORWOOD GSD #63 (Dist # 610),http://www.norwood63.org,f73913e1-997a-4ed8-a15b-f47784b9c0a2,151579343.508301,65281.5197403967
14,630,2017,OAK GROVE GSD #68 (Dist # 630),http://www.og68.org,34e1161e-145a-4baf-bebc-0dfe1358cdc9,124324422.661133,58384.5336690824
15,640,2017,PLEA HILL GSD #69 (Dist # 640),http://www.phill69.com,c09ad445-989e-43f1-b68a-a436db098ffb,49764971.2929688,40284.5729473561
16,600,2017,PLEA VAL GSD #62 (Dist # 600),http://www.pv62.com,be71d46d-07f5-40a0-a3f2-296e7d0c5936,184589306.959717,68570.2787632227
