zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
94501,207,City of Alameda,CA,Bundled,Municipal,0.14460485495019867,0,0.14740057085502792
99756,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99754,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99753,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99752,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99750,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99785,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99590,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99620,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99558,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99784,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99783,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
99730,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5197640212830941,0,0.5940838356932567
