OBJECTID,Tax_Code,GlobalID,Shape__Area,Shape__Length
1008,800,c690b0a9-a710-4eff-892e-38668ad12db3,674512182.049561,137175.632096038
1009,801,30ada4ce-d6d4-4cf9-b168-caa8adff8423,155511230.419189,81042.9947417057
1010,802,5ee20447-ee96-45d8-bd88-0c479ba40d25,112710629.480713,90814.8699886374
1011,805,5b4a31a2-4dfb-49ec-b5be-7c1dd7b36943,78544319.0114746,77771.992664541
1012,850,2b01d6ea-6444-42d9-bee2-8e39184d0ccb,22080043.9406738,38519.2044421447
1013,851,f9500fe5-167c-4e62-be44-025bedc23222,744966727.416504,169943.533355
1014,852,3ae5c4b5-bb4d-422c-bc06-35448c842051,989899.009521484,13422.6572867571
1015,854,23b672e9-8bdc-41aa-a480-57234365607c,32882080.1520996,41515.5662578189
1016,855,d0cbd66c-5c47-4f99-a587-21b2f4f4b64d,3778435.77392578,8178.27219953308
1017,856,9825f0c3-6ff7-4b3f-8688-4dc8b1d30433,7907253.97802734,16580.5009916033
1018,857,904d1b94-6d25-4389-bbe1-9460ccea0578,1265788.4140625,12616.514702365
1019,858,191b3016-b016-4a02-ab75-3659917ddfd4,9499108.68261719,17121.4659729282
1020,859,3cb1db8a-2a9c-490d-aeca-5f5b3849a087,190414587.197754,61681.0842687788
1021,860,161f2070-b4bb-4929-b3a2-0ef0f7d02a65,2629022.06518555,7964.81098038897
1022,900,9c50ae9f-f7e4-4306-bd47-e70dab0d4960,826135727.446533,190916.812809348
1023,901,36b959db-0a58-44f3-9309-b23232213737,39186224.3483887,54607.3908437599
1024,902,e4bb42c1-8a60-4cc9-961e-b4496d7d4b72,806220.499023438,5609.57601859941
1025,903,39f55252-ad19-41b2-991a-86cc51b539b5,6987361.93041992,10573.4601463838
1026,905,e2a94b3a-7b47-4824-a257-0eecf8090baa,20393106.6376953,43052.5345349765
1027,908,2aa2d264-9d0a-47ea-8a6a-e5f06c601de0,76888465.8552246,42427.6370172276
