-,-,CO2 (lbs/MWh),CO2 (lbs/MWh),CO2 (lbs/MWh),CO2 (lbs/MWh),SO2 (lbs/MWh),SO2 (lbs/MWh),SO2 (lbs/MWh),SO2 (lbs/MWh),NOx (lbs/MWh),NOx (lbs/MWh),NOx (lbs/MWh),NOx (lbs/MWh)
-,Hour,Min,Average,Max,Standard Deviation,Min,Average,Max,Standard Deviation,Min,Average,Max,Standard Deviation
October,13,"1,151","1,248","1,405",61.2,2.02,2.74,3.43,0.38,0.63,0.74,0.89,0.06
October,14,"1,126","1,239","1,400",63.3,2.12,2.66,3.40,0.40,0.63,0.74,0.88,0.06
October,15,"1,115","1,235","1,402",65.3,2.00,2.61,3.40,0.42,0.64,0.74,0.88,0.06
October,16,"1,132","1,237","1,407",62.9,1.94,2.58,3.46,0.44,0.65,0.75,0.88,0.06
October,17,"1,134","1,236","1,405",61.8,1.89,2.57,3.47,0.44,0.65,0.75,0.88,0.06
October,18,"1,148","1,241","1,411",62.3,1.95,2.61,3.52,0.43,0.64,0.75,0.89,0.06
October,19,"1,139","1,242","1,397",58.0,2.06,2.66,3.53,0.37,0.65,0.74,0.89,0.06
October,20,"1,134","1,234","1,377",53.3,2.08,2.64,3.48,0.33,0.62,0.73,0.89,0.06
October,21,"1,097","1,240","1,393",60.2,2.18,2.73,3.56,0.33,0.59,0.73,0.90,0.07
October,22,"1,110","1,257","1,429",66.3,2.38,2.91,3.72,0.34,0.61,0.75,0.94,0.07
October,23,"1,144","1,294","1,497",73.2,2.63,3.17,3.94,0.35,0.64,0.80,0.99,0.08
October,24,"1,191","1,339","1,552",74.3,2.90,3.47,4.23,0.36,0.68,0.84,1.05,0.08
November,Monthly Average,"1,048","1,246","1,485",82.3,2.11,3.06,4.27,0.47,0.52,0.75,1.01,0.09
November,1,"1,103","1,288","1,445",68.9,2.93,3.40,3.90,0.28,0.61,0.80,0.93,0.08
November,2,"1,132","1,317","1,473",69.0,3.11,3.58,4.07,0.28,0.64,0.83,0.96,0.08
November,3,"1,150","1,333","1,460",71.9,3.13,3.67,4.20,0.29,0.66,0.84,0.98,0.09
November,4,"1,161","1,339","1,485",74.8,3.06,3.71,4.21,0.30,0.64,0.85,1.01,0.09
November,5,"1,165","1,338","1,479",76.9,3.00,3.71,4.26,0.31,0.63,0.84,1.01,0.09
November,6,"1,147","1,321","1,480",80.1,2.88,3.60,4.27,0.33,0.64,0.83,1.01,0.09
November,7,"1,098","1,281","1,468",83.8,2.59,3.35,4.18,0.37,0.59,0.79,0.98,0.09
November,8,"1,071","1,241","1,443",87.6,2.32,3.10,4.05,0.44,0.55,0.74,0.95,0.10
November,9,"1,082","1,234","1,419",73.8,2.38,3.05,3.90,0.36,0.56,0.74,0.93,0.08
November,10,"1,095","1,228","1,386",64.2,2.47,2.96,3.66,0.28,0.62,0.74,0.89,0.07
November,11,"1,086","1,226","1,359",60.6,2.42,2.89,3.51,0.26,0.61,0.73,0.86,0.06
November,12,"1,075","1,221","1,341",62.8,2.29,2.85,3.41,0.27,0.59,0.72,0.84,0.06
November,13,"1,075","1,219","1,325",61.2,2.22,2.83,3.32,0.28,0.59,0.72,0.82,0.06
November,14,"1,064","1,218","1,325",65.4,2.16,2.82,3.32,0.32,0.57,0.72,0.81,0.06
November,15,"1,059","1,219","1,326",66.5,2.11,2.81,3.41,0.35,0.57,0.72,0.81,0.06
November,16,"1,066","1,219","1,336",64.5,2.11,2.80,3.49,0.36,0.57,0.72,0.82,0.06
November,17,"1,081","1,220","1,339",62.4,2.14,2.80,3.50,0.36,0.58,0.72,0.81,0.06
November,18,"1,087","1,221","1,327",59.0,2.19,2.80,3.44,0.34,0.59,0.72,0.80,0.06
November,19,"1,123","1,195","1,265",45.5,2.16,2.65,3.26,0.28,0.60,0.70,0.79,0.05
November,20,"1,095","1,186","1,290",45.5,2.17,2.63,3.21,0.27,0.57,0.69,0.79,0.05
November,21,"1,060","1,183","1,290",50.3,2.20,2.68,3.12,0.26,0.52,0.69,0.79,0.06
November,22,"1,048","1,195","1,318",55.0,2.27,2.77,3.23,0.25,0.53,0.70,0.81,0.06
November,23,"1,070","1,212","1,344",58.5,2.43,2.91,3.42,0.25,0.56,0.72,0.84,0.06
November,24,"1,099","1,246","1,381",56.0,2.67,3.14,3.66,0.25,0.58,0.75,0.89,0.07
December,Monthly Average,"1,098","1,275","1,501",77.3,2.10,2.98,3.93,0.39,0.60,0.78,1.01,0.09
December,1,"1,173","1,304","1,436",65.3,2.65,3.21,3.58,0.25,0.65,0.81,0.93,0.07
December,2,"1,204","1,332","1,476",67.2,2.72,3.36,3.76,0.27,0.67,0.84,0.97,0.07
December,3,"1,207","1,343","1,486",72.4,2.76,3.43,3.84,0.30,0.67,0.85,0.99,0.08
December,4,"1,197","1,347","1,501",76.4,2.76,3.46,3.88,0.31,0.67,0.86,1.01,0.09
December,5,"1,195","1,345","1,496",77.9,2.74,3.43,3.93,0.32,0.66,0.85,1.00,0.09
December,6,"1,188","1,329","1,488",77.5,2.69,3.32,3.91,0.32,0.65,0.84,1.00,0.09
December,7,"1,152","1,285","1,463",78.0,2.41,3.08,3.83,0.33,0.62,0.79,0.97,0.09
December,8,"1,132","1,240","1,428",74.9,2.16,2.80,3.68,0.36,0.63,0.75,0.94,0.08
December,9,"1,139","1,234","1,405",66.1,2.23,2.77,3.50,0.31,0.62,0.74,0.91,0.07
December,10,"1,146","1,237","1,367",59.1,2.33,2.76,3.23,0.25,0.62,0.74,0.87,0.07
December,11,"1,150","1,251","1,344",55.2,2.37,2.78,3.20,0.22,0.62,0.75,0.85,0.06
December,12,"1,158","1,260","1,363",54.1,2.34,2.81,3.36,0.24,0.64,0.76,0.87,0.06
December,13,"1,158","1,266","1,379",54.1,2.34,2.86,3.47,0.24,0.64,0.76,0.89,0.06
December,14,"1,157","1,278","1,403",60.3,2.34,2.94,3.57,0.29,0.63,0.77,0.92,0.07
December,15,"1,134","1,285","1,427",66.7,2.33,2.99,3.67,0.33,0.63,0.78,0.96,0.08
December,16,"1,130","1,290","1,433",70.0,2.33,3.04,3.76,0.34,0.63,0.79,0.96,0.08
December,17,"1,121","1,293","1,437",73.7,2.30,3.05,3.82,0.37,0.63,0.79,0.97,0.08
December,18,"1,129","1,286","1,424",72.1,2.25,2.99,3.79,0.36,0.63,0.78,0.96,0.08
December,19,"1,132","1,235","1,342",49.9,2.11,2.71,3.36,0.29,0.63,0.74,0.88,0.06
December,20,"1,127","1,221","1,317",50.4,2.10,2.62,3.18,0.26,0.61,0.73,0.84,0.06
December,21,"1,098","1,217","1,315",60.6,2.10,2.64,3.14,0.26,0.60,0.72,0.84,0.07
December,22,"1,125","1,220","1,314",58.1,2.27,2.68,3.13,0.24,0.62,0.72,0.83,0.07
December,23,"1,131","1,235","1,331",57.7,2.40,2.79,3.19,0.22,0.62,0.74,0.84,0.07
December,24,"1,135","1,263","1,379",61.3,2.53,2.98,3.34,0.22,0.63,0.77,0.87,0.07
-,Annual Average,"1,048","1,273","1,621",81.8,1.47,2.93,4.90,0.58,0.52,0.78,1.11,0.08
