OBJECTID,Form,Id,ORIG_FID,GlobalID,Shape__Area,Shape__Length
1,Agriculture,1,1,34d5a991-a4f5-4ac1-bc9e-28e56c8082ea,2.136279858e-06,0.006233615634876
2,Agriculture,1,1,0b37dc51-81b9-4794-b807-095f7292ef9e,0.00577817532843,0.771174015250995
3,Agriculture,1,1,cc558a9f-e072-40f5-b473-4b26f2db3798,0.000222590497099,0.07484215971822
4,Agriculture,1,1,6833ad1a-a261-40af-900f-cde29117f5b3,0.008444224018662,0.63237288876749
5,Agriculture,1,1,8518fd87-3ccd-40cd-b780-0848123882e8,9.24025e-10,0.000199390904069
6,Agriculture,1,1,046fcca4-5ab0-4dd0-9418-24d020089cc5,0.001337633016829,0.23862647494686
7,Agriculture,1,1,1aed24b3-fba0-451c-9986-544ee2a1d364,6.97158e-10,0.019420401110392
8,Agriculture,1,1,3489cfe5-75d4-40cf-bb92-043d015fd4a9,5.3645e-10,0.000946707531368
9,Agriculture,1,1,166c18a2-df1d-45cd-941b-45d7ea2032de,0.040455396849748,3.54321248469872
10,Agriculture,1,1,501e6ecc-1c96-4656-9202-1395261e12b9,0.004371474887943,0.459582921590249
11,Agriculture Preservation,1,1,e4bd704f-4c4b-4c77-b446-7fc031ff19b6,0.000398906614843,0.108184191853675
12,Agriculture Preservation,1,1,013c1d52-ff3d-40ba-83ba-1c0f08c75cb7,5.808643e-09,0.00324102599395
13,Agriculture Preservation,1,1,0c51f22b-e544-41bd-b633-afc6eecfcebe,2.31264e-10,0.001609804478652
14,Agriculture Preservation,1,1,f3d0fe90-7fdd-4c61-a96f-e28a2278af26,0.007511499777096,0.821109888140278
15,Agriculture Preservation,1,1,9a7014f2-cb4a-4cfa-90d2-16cdf7b8ea5f,0.000453034381101,0.142888124070353
16,Agriculture Preservation,1,1,941272b7-8799-4abf-819d-7495d5843772,0.001391260053348,0.260594427158286
17,Agriculture Preservation,1,1,03aa7e5c-1d7c-4399-828e-10f14d5f450d,0.060850938802651,2.08271338038863
18,Interchange,1,1,6a9c493e-31c9-4953-8db6-8369e815de87,0.000311033391995,0.082448255648074
19,Interchange,1,1,3677f8eb-c054-4084-ac37-acffb60c188a,0.000154140024715,0.051844095373626
20,Interchange,1,1,d4f055d8-5522-439d-a209-8292b080035e,0.00011964731566,0.058280251005939
